aaeX,0.04477611940298507,0.029850746268656716,0.014925373134328358,0.014925373134328358,0.14925373134328357,0.029850746268656716,0.014925373134328358,0.07462686567164178,0.0,0.19402985074626866,0.014925373134328358,0.014925373134328358,0.07462686567164178,0.0,0.04477611940298507,0.05970149253731343,0.029850746268656716,0.11940298507462686,0.029850746268656716,0.04477611940298507
aas,0.07649513212795549,0.005563282336578581,0.04172461752433936,0.06258692628650904,0.05006954102920723,0.07649513212795549,0.022253129346314324,0.054242002781641166,0.05285118219749652,0.10848400556328233,0.031988873435326845,0.01808066759388039,0.05702364394993046,0.037552155771905425,0.07093184979137691,0.0458970792767733,0.061196105702364396,0.08484005563282336,0.011126564673157162,0.030598052851182198
aat,0.0641025641025641,0.02564102564102564,0.03418803418803419,0.07264957264957266,0.04700854700854701,0.08974358974358974,0.038461538461538464,0.042735042735042736,0.017094017094017096,0.1111111111111111,0.03418803418803419,0.03418803418803419,0.0641025641025641,0.029914529914529916,0.08547008547008547,0.07264957264957266,0.02564102564102564,0.05128205128205128,0.029914529914529916,0.029914529914529916
abgA,0.15137614678899083,0.006880733944954129,0.0481651376146789,0.05963302752293578,0.045871559633027525,0.09862385321100918,0.04357798165137615,0.027522935779816515,0.016055045871559634,0.07339449541284404,0.02981651376146789,0.027522935779816515,0.03211009174311927,0.05963302752293578,0.052752293577981654,0.052752293577981654,0.05963302752293578,0.08486238532110092,0.013761467889908258,0.016055045871559634
abgB,0.13097713097713098,0.018711018711018712,0.04158004158004158,0.062370062370062374,0.04365904365904366,0.07692307692307693,0.033264033264033266,0.04573804573804574,0.031185031185031187,0.07692307692307693,0.018711018711018712,0.0498960498960499,0.04365904365904366,0.05405405405405406,0.0395010395010395,0.05197505197505198,0.079002079002079,0.060291060291060294,0.016632016632016633,0.02494802494802495
abgR,0.076158940397351,0.016556291390728478,0.033112582781456956,0.06622516556291391,0.046357615894039736,0.06622516556291391,0.026490066225165563,0.06622516556291391,0.03642384105960265,0.10596026490066225,0.033112582781456956,0.013245033112582781,0.046357615894039736,0.09602649006622517,0.06622516556291391,0.08278145695364239,0.039735099337748346,0.046357615894039736,0.0033112582781456954,0.033112582781456956
accA,0.11598746081504702,0.006269592476489028,0.06583072100313479,0.07836990595611286,0.025078369905956112,0.08150470219435736,0.012539184952978056,0.07523510971786834,0.05329153605015674,0.10344827586206896,0.034482758620689655,0.0219435736677116,0.050156739811912224,0.034482758620689655,0.07836990595611286,0.050156739811912224,0.02821316614420063,0.047021943573667714,0.006269592476489028,0.03134796238244514
accB,0.1346153846153846,0.00641025641025641,0.03205128205128205,0.10897435897435898,0.02564102564102564,0.05128205128205128,0.00641025641025641,0.08333333333333333,0.05128205128205128,0.038461538461538464,0.057692307692307696,0.019230769230769232,0.07692307692307693,0.05128205128205128,0.03205128205128205,0.08333333333333333,0.03205128205128205,0.09615384615384616,0.0,0.01282051282051282
accC,0.10022271714922049,0.017817371937639197,0.0467706013363029,0.0779510022271715,0.031180400890868598,0.0957683741648107,0.026726057906458798,0.0957683741648107,0.0556792873051225,0.062360801781737196,0.031180400890868598,0.0400890868596882,0.0467706013363029,0.031180400890868598,0.0645879732739421,0.0400890868596882,0.0334075723830735,0.066815144766147,0.0022271714922048997,0.0334075723830735
accD,0.10197368421052631,0.019736842105263157,0.039473684210526314,0.08552631578947369,0.03289473684210526,0.07236842105263158,0.009868421052631578,0.04276315789473684,0.0625,0.09868421052631579,0.05592105263157895,0.023026315789473683,0.06907894736842106,0.029605263157894735,0.06578947368421052,0.06578947368421052,0.03289473684210526,0.07236842105263158,0.006578947368421052,0.013157894736842105
aceA,0.12903225806451613,0.01152073732718894,0.052995391705069124,0.06221198156682028,0.04377880184331797,0.08064516129032258,0.018433179723502304,0.04608294930875576,0.04838709677419355,0.07603686635944701,0.02304147465437788,0.027649769585253458,0.03917050691244239,0.06682027649769585,0.03686635944700461,0.0576036866359447,0.06221198156682028,0.059907834101382486,0.018433179723502304,0.03917050691244239
aceB,0.0975609756097561,0.009380863039399626,0.06378986866791744,0.07129455909943715,0.043151969981238276,0.0600375234521576,0.0225140712945591,0.0675422138836773,0.04878048780487805,0.09380863039399624,0.02626641651031895,0.04690431519699812,0.0450281425891182,0.04690431519699812,0.058161350844277676,0.039399624765478425,0.06191369606003752,0.04878048780487805,0.020637898686679174,0.028142589118198873
aceE,0.08117249154453213,0.006764374295377677,0.058624577226606536,0.08004509582863585,0.038331454340473504,0.08906426155580609,0.02593010146561443,0.06426155580608793,0.05411499436302142,0.07891770011273957,0.02480270574971815,0.04284103720405862,0.040586245772266064,0.046223224351747465,0.0552423900789177,0.048478015783540024,0.04735062006764374,0.05749718151071026,0.012401352874859075,0.04735062006764374
aceF,0.1523809523809524,0.0015873015873015873,0.05238095238095238,0.09206349206349207,0.03015873015873016,0.08095238095238096,0.007936507936507936,0.07142857142857142,0.08412698412698413,0.05238095238095238,0.026984126984126985,0.026984126984126985,0.05873015873015873,0.023809523809523808,0.031746031746031744,0.046031746031746035,0.04285714285714286,0.10793650793650794,0.004761904761904762,0.004761904761904762
aceK,0.07439446366782007,0.01384083044982699,0.05190311418685121,0.08304498269896193,0.06228373702422145,0.050173010380622836,0.03633217993079585,0.05709342560553633,0.02768166089965398,0.10553633217993079,0.025951557093425604,0.025951557093425604,0.05190311418685121,0.04844290657439446,0.08823529411764706,0.03633217993079585,0.04325259515570934,0.058823529411764705,0.015570934256055362,0.04325259515570934
ackA,0.105,0.015,0.0475,0.0725,0.0325,0.09,0.0375,0.0625,0.0575,0.105,0.025,0.045,0.03,0.02,0.0375,0.0625,0.0525,0.0675,0.0025,0.0325
acnA,0.08641975308641975,0.007856341189674524,0.06397306397306397,0.06172839506172839,0.025813692480359147,0.08754208754208755,0.020202020202020204,0.04826038159371493,0.04826038159371493,0.09427609427609428,0.028058361391694726,0.037037037037037035,0.05611672278338945,0.030303030303030304,0.05723905723905724,0.05723905723905724,0.06060606060606061,0.0819304152637486,0.014590347923681257,0.03254769921436588
